Human ID,Mouse ID
ENSG00000171858,ENSMUSG00000037157
ENSG00000136732,ENSMUSG00000095975
ENSG00000089486,ENSMUSG00000039148
ENSG00000145632,ENSMUSG00000008035
ENSG00000148943,ENSMUSG00000061845
ENSG00000109158,ENSMUSG00000030538
ENSG00000018510,ENSMUSG00000062937
ENSG00000136754,ENSMUSG00000024537
ENSG00000158560,ENSMUSG00000054967
ENSG00000185758,ENSMUSG00000003484
ENSG00000156885,ENSMUSG00000095650
ENSG00000103021,ENSMUSG00000039804
ENSG00000095209,ENSMUSG00000049550
ENSG00000165695,ENSMUSG00000001138
ENSG00000145029,ENSMUSG00000067909
ENSG00000164163,ENSMUSG00000043485
ENSG00000141194,ENSMUSG00000064158
ENSG00000147316,ENSMUSG00000041859
ENSG00000198865,ENSMUSG00000048994
ENSG00000153485,ENSMUSG00000027508
ENSG00000111962,ENSMUSG00000028132
ENSG00000286224,ENSMUSG00000003068
ENSG00000002016,ENSMUSG00000000103
ENSG00000059377,ENSMUSG00000075419
ENSG00000184956,ENSMUSG00000020475
ENSG00000176105,ENSMUSG00000099518
ENSG00000184515,ENSMUSG00000040688
ENSG00000224089,ENSMUSG00000099840
ENSG00000107140,ENSMUSG00000072259
ENSG00000108298,ENSMUSG00000062204
ENSG00000124227,ENSMUSG00000040726
ENSG00000079277,ENSMUSG00000027832
ENSG00000256269,ENSMUSG00000006423
ENSG00000132334,ENSMUSG00000042499
ENSG00000148297,ENSMUSG00000033213
ENSG00000169612,ENSMUSG00000030365
ENSG00000110321,ENSMUSG00000048469
ENSG00000189077,ENSMUSG00000049093
ENSG00000012211,ENSMUSG00000002524
ENSG00000133067,ENSMUSG00000044807
ENSG00000108468,ENSMUSG00000045378
ENSG00000160714,ENSMUSG00000040387
ENSG00000136943,ENSMUSG00000048371
ENSG00000126549,ENSMUSG00000031870
ENSG00000138604,ENSMUSG00000037217
ENSG00000198908,ENSMUSG00000037738
ENSG00000125733,ENSMUSG00000093674
ENSG00000133657,ENSMUSG00000024276
ENSG00000179841,ENSMUSG00000017288
ENSG00000114859,ENSMUSG00000067931
ENSG00000146109,ENSMUSG00000036565
ENSG00000166938,ENSMUSG00000055010
ENSG00000269743,ENSMUSG00000027971
ENSG00000119638,ENSMUSG00000068219
ENSG00000162836,ENSMUSG00000021640
ENSG00000180938,ENSMUSG00000026349
ENSG00000230601,ENSMUSG00000068947
ENSG00000156384,ENSMUSG00000049583
ENSG00000131378,ENSMUSG00000017264
ENSG00000237621,ENSMUSG00000028480
ENSG00000135697,ENSMUSG00000028409
ENSG00000138434,ENSMUSG00000050343
ENSG00000159199,ENSMUSG00000035606
ENSG00000275111,ENSMUSG00000021103
ENSG00000156413,ENSMUSG00000103906
ENSG00000102796,ENSMUSG00000036521
ENSG00000115526,ENSMUSG00000085139
ENSG00000029993,ENSMUSG00000024896
ENSG00000018625,ENSMUSG00000093942
ENSG00000184661,ENSMUSG00000050963
ENSG00000163754,ENSMUSG00000062873
ENSG00000106927,ENSMUSG00000048337
ENSG00000100784,ENSMUSG00000022091
ENSG00000221910,ENSMUSG00000027364
ENSG00000179709,ENSMUSG00000040260
ENSG00000167378,ENSMUSG00000033368
ENSG00000136750,ENSMUSG00000067873
ENSG00000100522,ENSMUSG00000075072
ENSG00000100429,ENSMUSG00000039286
ENSG00000198185,ENSMUSG00000090121
ENSG00000142751,ENSMUSG00000074340
ENSG00000153201,ENSMUSG00000024256
ENSG00000165527,ENSMUSG00000003134
ENSG00000185658,ENSMUSG00000095148
ENSG00000116604,ENSMUSG00000029669
ENSG00000196993,ENSMUSG00000022614
ENSG00000142675,ENSMUSG00000078639
ENSG00000130956,ENSMUSG00000039756
ENSG00000162040,ENSMUSG00000008892
ENSG00000111199,ENSMUSG00000098112
ENSG00000178498,ENSMUSG00000062278
ENSG00000165621,ENSMUSG00000041977
ENSG00000150990,ENSMUSG00000058740
ENSG00000127530,ENSMUSG00000040767
ENSG00000077092,ENSMUSG00000009863
ENSG00000213719,ENSMUSG00000013643
ENSG00000146386,ENSMUSG00000001128
ENSG00000103160,ENSMUSG00000074102
ENSG00000129195,ENSMUSG00000048905
ENSG00000213593,ENSMUSG00000006599
ENSG00000177932,ENSMUSG00000028233
ENSG00000074181,ENSMUSG00000041117
ENSG00000251655,ENSMUSG00000017639
ENSG00000171049,ENSMUSG00000070368
ENSG00000174606,ENSMUSG00000008028
ENSG00000128311,ENSMUSG00000023939
ENSG00000186431,ENSMUSG00000043311
ENSG00000153944,ENSMUSG00000047557
ENSG00000177558,ENSMUSG00000029859
ENSG00000128710,ENSMUSG00000040086
ENSG00000205639,ENSMUSG00000109219
ENSG00000105991,ENSMUSG00000022323
ENSG00000117505,ENSMUSG00000045031
ENSG00000169129,ENSMUSG00000004285
ENSG00000205277,ENSMUSG00000027746
ENSG00000197889,ENSMUSG00000054162
ENSG00000167394,ENSMUSG00000086228
ENSG00000011523,ENSMUSG00000093803
ENSG00000183317,ENSMUSG00000094084
ENSG00000215018,ENSMUSG00000031392
ENSG00000187690,ENSMUSG00000035559
ENSG00000189058,ENSMUSG00000020000
ENSG00000105723,ENSMUSG00000103409
ENSG00000180720,ENSMUSG00000045699
ENSG00000174705,ENSMUSG00000005802
ENSG00000168140,ENSMUSG00000055553
ENSG00000133216,ENSMUSG00000035078
ENSG00000162687,ENSMUSG00000039542
ENSG00000108256,ENSMUSG00000090634
ENSG00000176358,ENSMUSG00000070498
ENSG00000135437,ENSMUSG00000036896
ENSG00000138614,ENSMUSG00000070719
ENSG00000118137,ENSMUSG00000059278
ENSG00000102452,ENSMUSG00000063447
ENSG00000155749,ENSMUSG00000032322
ENSG00000163636,ENSMUSG00000026147
ENSG00000175899,ENSMUSG00000027716
ENSG00000112763,ENSMUSG00000027186
ENSG00000239789,ENSMUSG00000047225
ENSG00000006128,ENSMUSG00000068697
ENSG00000169136,ENSMUSG00000100626
ENSG00000115267,ENSMUSG00000056004
ENSG00000243232,ENSMUSG00000057230
ENSG00000111058,ENSMUSG00000031840
ENSG00000233822,ENSMUSG00000048206
ENSG00000197302,ENSMUSG00000075185
ENSG00000144791,ENSMUSG00000028552
ENSG00000174373,ENSMUSG00000029710
ENSG00000102743,ENSMUSG00000038022
ENSG00000027697,ENSMUSG00000078994
ENSG00000102290,ENSMUSG00000021962
ENSG00000196689,ENSMUSG00000070980
ENSG00000103811,ENSMUSG00000024784
ENSG00000180834,ENSMUSG00000070798
ENSG00000167384,ENSMUSG00000028521
ENSG00000021762,ENSMUSG00000020275
ENSG00000203546,ENSMUSG00000021294
ENSG00000120539,ENSMUSG00000042350
ENSG00000221869,ENSMUSG00000090066
ENSG00000171298,ENSMUSG00000033618
ENSG00000124466,ENSMUSG00000026456
ENSG00000185269,ENSMUSG00000022582
ENSG00000137310,ENSMUSG00000059106
ENSG00000113448,ENSMUSG00000032590
ENSG00000182938,ENSMUSG00000023206
ENSG00000110700,ENSMUSG00000000531
ENSG00000102606,ENSMUSG00000093973
ENSG00000121057,ENSMUSG00000039878
ENSG00000257987,ENSMUSG00000091101
ENSG00000172534,ENSMUSG00000072501
ENSG00000162391,ENSMUSG00000019883
ENSG00000009950,ENSMUSG00000082754
ENSG00000136875,ENSMUSG00000026393
ENSG00000046651,ENSMUSG00000053470
ENSG00000187997,ENSMUSG00000052160
ENSG00000166189,ENSMUSG00000052302
ENSG00000174130,ENSMUSG00000033186
ENSG00000139697,ENSMUSG00000030850
ENSG00000156968,ENSMUSG00000024730
ENSG00000226314,ENSMUSG00000036634
ENSG00000154222,ENSMUSG00000001333
ENSG00000169174,ENSMUSG00000075470
ENSG00000226763,ENSMUSG00000036046
ENSG00000164363,ENSMUSG00000061540
ENSG00000167523,ENSMUSG00000034785
ENSG00000145675,ENSMUSG00000027481
ENSG00000157483,ENSMUSG00000035539
ENSG00000205307,ENSMUSG00000002814
ENSG00000118156,ENSMUSG00000026893
ENSG00000163795,ENSMUSG00000067649
ENSG00000101349,ENSMUSG00000035561
ENSG00000256053,ENSMUSG00000095024
ENSG00000143147,ENSMUSG00000020213
ENSG00000112996,ENSMUSG00000022615
ENSG00000134389,ENSMUSG00000025940
ENSG00000115423,ENSMUSG00000022757
ENSG00000189023,ENSMUSG00000032058
ENSG00000187033,ENSMUSG00000090877
ENSG00000226124,ENSMUSG00000046924
ENSG00000181786,ENSMUSG00000028149
ENSG00000077063,ENSMUSG00000036139
ENSG00000130347,ENSMUSG00000078945
ENSG00000125354,ENSMUSG00000040125
ENSG00000161671,ENSMUSG00000020357
ENSG00000117360,ENSMUSG00000062783
ENSG00000163877,ENSMUSG00000021703
ENSG00000116138,ENSMUSG00000022636
ENSG00000013374,ENSMUSG00000071415
ENSG00000124749,ENSMUSG00000033735
ENSG00000105261,ENSMUSG00000050772
ENSG00000120094,ENSMUSG00000050366
ENSG00000102531,ENSMUSG00000030786
ENSG00000235718,ENSMUSG00000063221
ENSG00000154611,ENSMUSG00000040666
ENSG00000164164,ENSMUSG00000026977
ENSG00000144566,ENSMUSG00000022244
ENSG00000196408,ENSMUSG00000060568
ENSG00000197323,ENSMUSG00000094715
ENSG00000135638,ENSMUSG00000059479
ENSG00000235268,ENSMUSG00000091811
ENSG00000138134,ENSMUSG00000015133
ENSG00000236032,ENSMUSG00000037130
ENSG00000167895,ENSMUSG00000009075
ENSG00000258817,ENSMUSG00000059639
ENSG00000205279,ENSMUSG00000042671
ENSG00000187260,ENSMUSG00000037773
ENSG00000155366,ENSMUSG00000009406
ENSG00000160075,ENSMUSG00000068086
ENSG00000215218,ENSMUSG00000017723
ENSG00000069535,ENSMUSG00000025532
ENSG00000151148,ENSMUSG00000035067
ENSG00000107404,ENSMUSG00000042873
ENSG00000188649,ENSMUSG00000038982
ENSG00000145920,ENSMUSG00000046179
ENSG00000227059,ENSMUSG00000030315
ENSG00000212933,ENSMUSG00000071015
ENSG00000157322,ENSMUSG00000028949
ENSG00000115825,ENSMUSG00000010760
ENSG00000171055,ENSMUSG00000027018
ENSG00000051108,ENSMUSG00000044709
ENSG00000069943,ENSMUSG00000001655
ENSG00000115657,ENSMUSG00000020866
ENSG00000119335,ENSMUSG00000030263
ENSG00000232268,ENSMUSG00000091827
ENSG00000181222,ENSMUSG00000031156
ENSG00000078177,ENSMUSG00000072754
ENSG00000072062,ENSMUSG00000035329
ENSG00000140025,ENSMUSG00000072249
ENSG00000154945,ENSMUSG00000019370
ENSG00000131381,ENSMUSG00000020064
ENSG00000132646,ENSMUSG00000020089
ENSG00000180901,ENSMUSG00000032959
ENSG00000168811,ENSMUSG00000036334
ENSG00000132911,ENSMUSG00000030704
ENSG00000163491,ENSMUSG00000045322
ENSG00000135698,ENSMUSG00000026768
ENSG00000116685,ENSMUSG00000014177
ENSG00000165512,ENSMUSG00000020048
ENSG00000175643,ENSMUSG00000025478
ENSG00000088832,ENSMUSG00000035476
ENSG00000244274,ENSMUSG00000034911
ENSG00000213676,ENSMUSG00000030909
ENSG00000076706,ENSMUSG00000032384
ENSG00000182752,ENSMUSG00000042340
ENSG00000164588,ENSMUSG00000022623
ENSG00000134259,ENSMUSG00000060904
ENSG00000185920,ENSMUSG00000049744
ENSG00000152611,ENSMUSG00000087687
ENSG00000153234,ENSMUSG00000038664
ENSG00000196659,ENSMUSG00000059379
ENSG00000278662,ENSMUSG00000041583
ENSG00000037965,ENSMUSG00000028645
ENSG00000010818,ENSMUSG00000000127
ENSG00000129535,ENSMUSG00000000628
ENSG00000138741,ENSMUSG00000066652
ENSG00000114650,ENSMUSG00000066383
ENSG00000101132,ENSMUSG00000004948
ENSG00000114544,ENSMUSG00000009114
ENSG00000204323,ENSMUSG00000022807
ENSG00000183389,ENSMUSG00000019861
ENSG00000090512,ENSMUSG00000047459
ENSG00000174516,ENSMUSG00000057446
ENSG00000213213,ENSMUSG00000026616
ENSG00000274419,ENSMUSG00000006058
ENSG00000092295,ENSMUSG00000054901
ENSG00000157450,ENSMUSG00000031155
ENSG00000131459,ENSMUSG00000030019
ENSG00000111371,ENSMUSG00000044678
ENSG00000075043,ENSMUSG00000030189
ENSG00000170540,ENSMUSG00000055639
ENSG00000091039,ENSMUSG00000073916
ENSG00000225528,ENSMUSG00000029462
ENSG00000136045,ENSMUSG00000034832
ENSG00000137809,ENSMUSG00000029617
ENSG00000106789,ENSMUSG00000056018
ENSG00000104870,ENSMUSG00000107645
ENSG00000091428,ENSMUSG00000017707
ENSG00000119698,ENSMUSG00000030905
ENSG00000037749,ENSMUSG00000069036
ENSG00000185515,ENSMUSG00000058856
ENSG00000037241,ENSMUSG00000020905
ENSG00000180872,ENSMUSG00000107711
ENSG00000107282,ENSMUSG00000025804
ENSG00000171557,ENSMUSG00000020099
ENSG00000111241,ENSMUSG00000031575
ENSG00000258405,ENSMUSG00000037257
ENSG00000161681,ENSMUSG00000030165
ENSG00000150403,ENSMUSG00000034139
ENSG00000120913,ENSMUSG00000005640
ENSG00000116016,ENSMUSG00000096729
ENSG00000154545,ENSMUSG00000074472
ENSG00000140265,ENSMUSG00000016319
ENSG00000027075,ENSMUSG00000067261
ENSG00000101343,ENSMUSG00000040901
ENSG00000204220,ENSMUSG00000079845
ENSG00000169006,ENSMUSG00000011254
ENSG00000261210,ENSMUSG00000041671
ENSG00000174586,ENSMUSG00000037578
ENSG00000129514,ENSMUSG00000027071
ENSG00000176102,ENSMUSG00000078880
ENSG00000076053,ENSMUSG00000073565
ENSG00000186001,ENSMUSG00000030428
ENSG00000280267,ENSMUSG00000017716
ENSG00000277972,ENSMUSG00000054893
ENSG00000166979,ENSMUSG00000030911
ENSG00000128519,ENSMUSG00000023156
ENSG00000108592,ENSMUSG00000046240
ENSG00000196431,ENSMUSG00000033819
ENSG00000243641,ENSMUSG00000037712
ENSG00000158411,ENSMUSG00000095896
ENSG00000171777,ENSMUSG00000057836
ENSG00000160877,ENSMUSG00000075189
ENSG00000234511,ENSMUSG00000026356
ENSG00000054118,ENSMUSG00000029918
ENSG00000196844,ENSMUSG00000058914
ENSG00000242875,ENSMUSG00000049015
ENSG00000196678,ENSMUSG00000029119
ENSG00000111339,ENSMUSG00000078280
ENSG00000288722,ENSMUSG00000070828
ENSG00000133606,ENSMUSG00000089837
ENSG00000149488,ENSMUSG00000022228
ENSG00000001036,ENSMUSG00000047619
ENSG00000083544,ENSMUSG00000075598
ENSG00000006071,ENSMUSG00000056130
ENSG00000138942,ENSMUSG00000022995
ENSG00000115540,ENSMUSG00000054293
ENSG00000166145,ENSMUSG00000040452
ENSG00000100033,ENSMUSG00000062017
ENSG00000117399,ENSMUSG00000050157
ENSG00000090857,ENSMUSG00000014077
ENSG00000204514,ENSMUSG00000036925
ENSG00000245848,ENSMUSG00000020865
ENSG00000168818,ENSMUSG00000040428
ENSG00000188636,ENSMUSG00000093668
ENSG00000144231,ENSMUSG00000019558
ENSG00000178287,ENSMUSG00000026185
ENSG00000086506,ENSMUSG00000018040
ENSG00000185504,ENSMUSG00000068647
ENSG00000110169,ENSMUSG00000044594
ENSG00000162520,ENSMUSG00000018698
ENSG00000166816,ENSMUSG00000058932
ENSG00000136986,ENSMUSG00000029123
ENSG00000263961,ENSMUSG00000039740
ENSG00000144161,ENSMUSG00000003299
ENSG00000115942,ENSMUSG00000058368
ENSG00000095397,ENSMUSG00000042439
ENSG00000187607,ENSMUSG00000047123
ENSG00000125630,ENSMUSG00000025429
ENSG00000213967,ENSMUSG00000069301
ENSG00000104760,ENSMUSG00000048410
ENSG00000103707,ENSMUSG00000051936
ENSG00000102218,ENSMUSG00000078451
ENSG00000176893,ENSMUSG00000096546
ENSG00000134595,ENSMUSG00000028419
ENSG00000101162,ENSMUSG00000020828
ENSG00000150433,ENSMUSG00000039831
ENSG00000147036,ENSMUSG00000039611
ENSG00000164916,ENSMUSG00000023047
ENSG00000113645,ENSMUSG00000003581
ENSG00000076924,ENSMUSG00000029541
ENSG00000104691,ENSMUSG00000063240
ENSG00000130348,ENSMUSG00000028140
ENSG00000248771,ENSMUSG00000090470
ENSG00000103249,ENSMUSG00000044117
ENSG00000186684,ENSMUSG00000017615
ENSG00000148680,ENSMUSG00000059112
ENSG00000115738,ENSMUSG00000074793
ENSG00000050555,ENSMUSG00000062590
ENSG00000228727,ENSMUSG00000099581
ENSG00000147408,ENSMUSG00000010609
ENSG00000168542,ENSMUSG00000020088
ENSG00000137076,ENSMUSG00000025203
ENSG00000185962,ENSMUSG00000064037
ENSG00000260027,ENSMUSG00000001095
ENSG00000123136,ENSMUSG00000045983
ENSG00000160072,ENSMUSG00000049511
ENSG00000107443,ENSMUSG00000079637
ENSG00000070019,ENSMUSG00000038742
ENSG00000124449,ENSMUSG00000028600
ENSG00000060709,ENSMUSG00000071185
ENSG00000132676,ENSMUSG00000015127
ENSG00000077150,ENSMUSG00000050567
ENSG00000118308,ENSMUSG00000044708
ENSG00000185129,ENSMUSG00000029238
ENSG00000135604,ENSMUSG00000024109
ENSG00000163209,ENSMUSG00000045236
ENSG00000189269,ENSMUSG00000030451
ENSG00000004939,ENSMUSG00000025137
ENSG00000162723,ENSMUSG00000039414
ENSG00000068650,ENSMUSG00000048581
ENSG00000179909,ENSMUSG00000049528
ENSG00000121454,ENSMUSG00000037033
ENSG00000205356,ENSMUSG00000026788
ENSG00000134986,ENSMUSG00000005442
ENSG00000179455,ENSMUSG00000015501
ENSG00000163535,ENSMUSG00000094904
ENSG00000177575,ENSMUSG00000048118
ENSG00000137992,ENSMUSG00000032491
ENSG00000100991,ENSMUSG00000045106
ENSG00000132026,ENSMUSG00000056399
ENSG00000182613,ENSMUSG00000093820
ENSG00000147183,ENSMUSG00000049173
ENSG00000184939,ENSMUSG00000096555
ENSG00000283980,ENSMUSG00000021379
ENSG00000067208,ENSMUSG00000030816
ENSG00000153214,ENSMUSG00000022771
ENSG00000184349,ENSMUSG00000075204
ENSG00000173273,ENSMUSG00000063882
ENSG00000083844,ENSMUSG00000058886
ENSG00000125810,ENSMUSG00000054312
ENSG00000011295,ENSMUSG00000026687
ENSG00000152056,ENSMUSG00000037553
ENSG00000144227,ENSMUSG00000039146
ENSG00000196542,ENSMUSG00000036030
ENSG00000183010,ENSMUSG00000092572
ENSG00000147601,ENSMUSG00000038112
ENSG00000104915,ENSMUSG00000025129
ENSG00000172469,ENSMUSG00000079363
ENSG00000169093,ENSMUSG00000033382
ENSG00000134153,ENSMUSG00000034252
ENSG00000164023,ENSMUSG00000032666
ENSG00000131203,ENSMUSG00000023041
ENSG00000158717,ENSMUSG00000091519
ENSG00000170577,ENSMUSG00000020052
ENSG00000104499,ENSMUSG00000039431
ENSG00000129128,ENSMUSG00000017176
ENSG00000204335,ENSMUSG00000032346
ENSG00000173302,ENSMUSG00000031481
ENSG00000185420,ENSMUSG00000019806
ENSG00000106246,ENSMUSG00000096486
ENSG00000275976,ENSMUSG00000000184
ENSG00000181092,ENSMUSG00000031939
ENSG00000145198,ENSMUSG00000002028
ENSG00000099330,ENSMUSG00000024793
ENSG00000172717,ENSMUSG00000022659
ENSG00000196834,ENSMUSG00000070738
ENSG00000171405,ENSMUSG00000078490
ENSG00000088726,ENSMUSG00000052415
ENSG00000153230,ENSMUSG00000063889
ENSG00000105929,ENSMUSG00000067225
ENSG00000110274,ENSMUSG00000020524
ENSG00000124795,ENSMUSG00000061589
ENSG00000175662,ENSMUSG00000050565
ENSG00000105366,ENSMUSG00000068299
ENSG00000170276,ENSMUSG00000079509
ENSG00000082515,ENSMUSG00000095954
ENSG00000179213,ENSMUSG00000009013
ENSG00000164744,ENSMUSG00000032482
ENSG00000100941,ENSMUSG00000037973
ENSG00000095139,ENSMUSG00000029910
ENSG00000054148,ENSMUSG00000030934
ENSG00000183648,ENSMUSG00000032942
ENSG00000161031,ENSMUSG00000052221
ENSG00000177469,ENSMUSG00000024905
ENSG00000197150,ENSMUSG00000078920
ENSG00000163116,ENSMUSG00000037318
ENSG00000163513,ENSMUSG00000043301
ENSG00000171501,ENSMUSG00000026610
ENSG00000166118,ENSMUSG00000062165
ENSG00000054267,ENSMUSG00000049372
ENSG00000196338,ENSMUSG00000058513
ENSG00000151917,ENSMUSG00000079701
ENSG00000151702,ENSMUSG00000018171
ENSG00000215182,ENSMUSG00000005698
ENSG00000267467,ENSMUSG00000022707
ENSG00000204659,ENSMUSG00000037280
ENSG00000012817,ENSMUSG00000073982
ENSG00000111664,ENSMUSG00000062760
ENSG00000236396,ENSMUSG00000074928
ENSG00000160282,ENSMUSG00000079507
ENSG00000158796,ENSMUSG00000002020
ENSG00000204843,ENSMUSG00000021792
ENSG00000164109,ENSMUSG00000005202
ENSG00000145246,ENSMUSG00000000340
ENSG00000204065,ENSMUSG00000019122
ENSG00000255302,ENSMUSG00000035932
ENSG00000159200,ENSMUSG00000064280
ENSG00000171163,ENSMUSG00000033623
ENSG00000253250,ENSMUSG00000055435
ENSG00000124813,ENSMUSG00000029304
ENSG00000121957,ENSMUSG00000032470
ENSG00000138111,ENSMUSG00000034623
ENSG00000066336,ENSMUSG00000027865
ENSG00000102021,ENSMUSG00000025272
ENSG00000136371,ENSMUSG00000090774
ENSG00000177453,ENSMUSG00000015880
ENSG00000181036,ENSMUSG00000028556
ENSG00000148985,ENSMUSG00000057400
ENSG00000164815,ENSMUSG00000030433
ENSG00000151033,ENSMUSG00000031097
ENSG00000136883,ENSMUSG00000046431
ENSG00000171703,ENSMUSG00000059887
ENSG00000185477,ENSMUSG00000039899
ENSG00000242852,ENSMUSG00000023328
ENSG00000163697,ENSMUSG00000062309
ENSG00000101096,ENSMUSG00000000567
ENSG00000187754,ENSMUSG00000034390
ENSG00000171813,ENSMUSG00000029070
ENSG00000156642,ENSMUSG00000036180
ENSG00000067369,ENSMUSG00000027833
ENSG00000141682,ENSMUSG00000022938
ENSG00000138356,ENSMUSG00000047044
ENSG00000173080,ENSMUSG00000053774
ENSG00000024526,ENSMUSG00000039789
ENSG00000167825,ENSMUSG00000063458
ENSG00000028310,ENSMUSG00000054136
ENSG00000066032,ENSMUSG00000036912
ENSG00000134460,ENSMUSG00000020530
ENSG00000069998,ENSMUSG00000039330
ENSG00000136240,ENSMUSG00000103468
ENSG00000172201,ENSMUSG00000031293
ENSG00000135336,ENSMUSG00000028048
ENSG00000231256,ENSMUSG00000025963
ENSG00000163406,ENSMUSG00000038172
ENSG00000159692,ENSMUSG00000041716
ENSG00000144645,ENSMUSG00000020083
ENSG00000055732,ENSMUSG00000090862
ENSG00000164654,ENSMUSG00000034660
ENSG00000150527,ENSMUSG00000048796
ENSG00000113303,ENSMUSG00000040522
ENSG00000102539,ENSMUSG00000027395
ENSG00000105419,ENSMUSG00000040065
ENSG00000184058,ENSMUSG00000021823
ENSG00000177174,ENSMUSG00000060816
ENSG00000124444,ENSMUSG00000027483
ENSG00000183828,ENSMUSG00000024104
ENSG00000070423,ENSMUSG00000042289
ENSG00000176555,ENSMUSG00000018217
ENSG00000284631,ENSMUSG00000063358
ENSG00000203942,ENSMUSG00000045969
ENSG00000061656,ENSMUSG00000021534
ENSG00000183287,ENSMUSG00000005225
ENSG00000142973,ENSMUSG00000037815
ENSG00000235376,ENSMUSG00000020658
ENSG00000102781,ENSMUSG00000015149
ENSG00000114933,ENSMUSG00000092541
ENSG00000166167,ENSMUSG00000036036
ENSG00000205858,ENSMUSG00000049556
ENSG00000149658,ENSMUSG00000020186
ENSG00000133895,ENSMUSG00000094205
ENSG00000013288,ENSMUSG00000075567
ENSG00000100665,ENSMUSG00000006276
ENSG00000128463,ENSMUSG00000018481
ENSG00000136861,ENSMUSG00000040600
ENSG00000156050,ENSMUSG00000037487
ENSG00000167110,ENSMUSG00000080712
ENSG00000215029,ENSMUSG00000035047
ENSG00000276950,ENSMUSG00000006056
ENSG00000105248,ENSMUSG00000066364
ENSG00000062650,ENSMUSG00000021611
ENSG00000022567,ENSMUSG00000000320
ENSG00000071794,ENSMUSG00000074439
ENSG00000130810,ENSMUSG00000027195
ENSG00000139597,ENSMUSG00000030386
ENSG00000131732,ENSMUSG00000009115
ENSG00000166478,ENSMUSG00000020038
ENSG00000185565,ENSMUSG00000092592
ENSG00000129194,ENSMUSG00000045934
ENSG00000137285,ENSMUSG00000058252
ENSG00000126561,ENSMUSG00000029836
ENSG00000238227,ENSMUSG00000050996
ENSG00000175322,ENSMUSG00000046287
ENSG00000168062,ENSMUSG00000073931
ENSG00000236782,ENSMUSG00000050982
ENSG00000188373,ENSMUSG00000034226
ENSG00000170412,ENSMUSG00000031160
ENSG00000163710,ENSMUSG00000038608
ENSG00000137203,ENSMUSG00000050666
ENSG00000066382,ENSMUSG00000041124
ENSG00000100908,ENSMUSG00000031577
ENSG00000235173,ENSMUSG00000080907
ENSG00000112183,ENSMUSG00000032261
ENSG00000167272,ENSMUSG00000025264
ENSG00000188021,ENSMUSG00000107588
ENSG00000198168,ENSMUSG00000052151
ENSG00000154305,ENSMUSG00000070821
ENSG00000139684,ENSMUSG00000051457
ENSG00000183273,ENSMUSG00000008438
ENSG00000181544,ENSMUSG00000026360
ENSG00000140379,ENSMUSG00000027796
ENSG00000242362,ENSMUSG00000033423
ENSG00000112297,ENSMUSG00000001819
ENSG00000196458,ENSMUSG00000041353
ENSG00000175556,ENSMUSG00000039109
ENSG00000268500,ENSMUSG00000029370
ENSG00000122545,ENSMUSG00000024691
ENSG00000140932,ENSMUSG00000068009
ENSG00000164749,ENSMUSG00000078154
ENSG00000154839,ENSMUSG00000031329
ENSG00000003056,ENSMUSG00000056885
ENSG00000283247,ENSMUSG00000026417
ENSG00000035720,ENSMUSG00000052906
ENSG00000166261,ENSMUSG00000021965
ENSG00000173465,ENSMUSG00000030762
ENSG00000136152,ENSMUSG00000028287
ENSG00000198837,ENSMUSG00000028238
ENSG00000196588,ENSMUSG00000094383
ENSG00000236424,ENSMUSG00000038400
ENSG00000121931,ENSMUSG00000028798
ENSG00000136122,ENSMUSG00000025531
ENSG00000267710,ENSMUSG00000002625
ENSG00000146540,ENSMUSG00000095407
ENSG00000078053,ENSMUSG00000049916
ENSG00000160539,ENSMUSG00000058900
ENSG00000173464,ENSMUSG00000025742
ENSG00000157456,ENSMUSG00000037321
ENSG00000074696,ENSMUSG00000075232
ENSG00000204928,ENSMUSG00000040675
ENSG00000109111,ENSMUSG00000034656
ENSG00000137486,ENSMUSG00000061984
ENSG00000170935,ENSMUSG00000033396
ENSG00000228517,ENSMUSG00000027528
ENSG00000197892,ENSMUSG00000021025
ENSG00000241484,ENSMUSG00000055095
ENSG00000184924,ENSMUSG00000029409
ENSG00000173673,ENSMUSG00000002718
ENSG00000159713,ENSMUSG00000074892
ENSG00000281406,ENSMUSG00000022211
ENSG00000157077,ENSMUSG00000018102
ENSG00000062485,ENSMUSG00000027173
ENSG00000198203,ENSMUSG00000024677
ENSG00000105755,ENSMUSG00000028344
ENSG00000167914,ENSMUSG00000059213
ENSG00000288649,ENSMUSG00000020181
ENSG00000182552,ENSMUSG00000069769
ENSG00000170561,ENSMUSG00000035984
ENSG00000188338,ENSMUSG00000037103
ENSG00000170500,ENSMUSG00000097886
ENSG00000116191,ENSMUSG00000031640
ENSG00000136044,ENSMUSG00000071855
ENSG00000134755,ENSMUSG00000050028
ENSG00000114923,ENSMUSG00000061742
ENSG00000124615,ENSMUSG00000052026
ENSG00000196433,ENSMUSG00000084786
ENSG00000137720,ENSMUSG00000022217
ENSG00000116171,ENSMUSG00000061707
ENSG00000258947,ENSMUSG00000097878
ENSG00000125787,ENSMUSG00000041935
ENSG00000197020,ENSMUSG00000028673
ENSG00000125482,ENSMUSG00000031558
ENSG00000204576,ENSMUSG00000021036
ENSG00000088356,ENSMUSG00000039956
ENSG00000197054,ENSMUSG00000024172
ENSG00000215474,ENSMUSG00000050504
ENSG00000180613,ENSMUSG00000036966
ENSG00000123144,ENSMUSG00000022838
